"name","scientificName","countryCode","decimalLongitude","decimalLatitude","key","basisOfRecord","publishingOrg","year","gbifID","taxa","acronym"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.291509,50.324928,"2555397652","HUMAN_OBSERVATION",NA,NA,"2555397652","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.791555,50.374944,"2555397997","HUMAN_OBSERVATION",NA,NA,"2555397997","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.708219,50.374947,"2555398009","HUMAN_OBSERVATION",NA,NA,"2555398009","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.04156,50.324947,"2555398027","HUMAN_OBSERVATION",NA,NA,"2555398027","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.791555,50.324941,"2555398059","HUMAN_OBSERVATION",NA,NA,"2555398059","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.958228,50.324944,"2555398307","HUMAN_OBSERVATION",NA,NA,"2555398307","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.208236,50.324944,"2555398339","HUMAN_OBSERVATION",NA,NA,"2555398339","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.374906,50.374954,"2555398399","HUMAN_OBSERVATION",NA,NA,"2555398399","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.958228,50.374947,"2555398482","HUMAN_OBSERVATION",NA,NA,"2555398482","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.458242,50.374954,"2555398565","HUMAN_OBSERVATION",NA,NA,"2555398565","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.374904,50.32495,"2555398613","HUMAN_OBSERVATION",NA,NA,"2555398613","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.291569,50.324941,"2555398636","HUMAN_OBSERVATION",NA,NA,"2555398636","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.291571,50.374947,"2555398665","HUMAN_OBSERVATION",NA,NA,"2555398665","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",9.874831,50.224922,"2555399940","HUMAN_OBSERVATION",NA,NA,"2555399940","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",9.708158,50.224918,"2555400028","HUMAN_OBSERVATION",NA,NA,"2555400028","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",9.874827,50.274922,"2555400084","HUMAN_OBSERVATION",NA,NA,"2555400084","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",9.958162,50.224922,"2555400232","HUMAN_OBSERVATION",NA,NA,"2555400232","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",9.958163,50.274928,"2555400242","HUMAN_OBSERVATION",NA,NA,"2555400242","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.041498,50.274922,"2555400253","HUMAN_OBSERVATION",NA,NA,"2555400253","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.124838,50.224922,"2555400288","HUMAN_OBSERVATION",NA,NA,"2555400288","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.124837,50.274922,"2555400492","HUMAN_OBSERVATION",NA,NA,"2555400492","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.208173,50.274925,"2555400645","HUMAN_OBSERVATION",NA,NA,"2555400645","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.708218,50.224941,"2555401080","HUMAN_OBSERVATION",NA,NA,"2555401080","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.791552,50.224941,"2555401139","HUMAN_OBSERVATION",NA,NA,"2555401139","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.541545,50.274941,"2555401162","HUMAN_OBSERVATION",NA,NA,"2555401162","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.791554,50.274941,"2555401272","HUMAN_OBSERVATION",NA,NA,"2555401272","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.874888,50.274941,"2555401367","HUMAN_OBSERVATION",NA,NA,"2555401367","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.958226,50.224941,"2555401470","HUMAN_OBSERVATION",NA,NA,"2555401470","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.958223,50.274947,"2555401572","HUMAN_OBSERVATION",NA,NA,"2555401572","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.291569,50.274947,"2555401582","HUMAN_OBSERVATION",NA,NA,"2555401582","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",9.874831,50.174922,"2555402850","HUMAN_OBSERVATION",NA,NA,"2555402850","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",9.708157,50.174915,"2555402956","HUMAN_OBSERVATION",NA,NA,"2555402956","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.124832,50.174918,"2555403091","HUMAN_OBSERVATION",NA,NA,"2555403091","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",9.958167,50.174922,"2555403304","HUMAN_OBSERVATION",NA,NA,"2555403304","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.041503,50.174922,"2555403308","HUMAN_OBSERVATION",NA,NA,"2555403308","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.208173,50.174928,"2555403341","HUMAN_OBSERVATION",NA,NA,"2555403341","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.29151,50.174931,"2555403351","HUMAN_OBSERVATION",NA,NA,"2555403351","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.208173,50.124931,"2555403601","HUMAN_OBSERVATION",NA,NA,"2555403601","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.541547,50.174941,"2555403969","HUMAN_OBSERVATION",NA,NA,"2555403969","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.624882,50.124938,"2555404175","HUMAN_OBSERVATION",NA,NA,"2555404175","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.541547,50.124938,"2555404234","HUMAN_OBSERVATION",NA,NA,"2555404234","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.791558,50.174938,"2555404263","HUMAN_OBSERVATION",NA,NA,"2555404263","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.041561,50.124944,"2555404266","HUMAN_OBSERVATION",NA,NA,"2555404266","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.624882,50.174938,"2555404283","HUMAN_OBSERVATION",NA,NA,"2555404283","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.708218,50.124934,"2555404376","HUMAN_OBSERVATION",NA,NA,"2555404376","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.1249,50.174947,"2555404501","HUMAN_OBSERVATION",NA,NA,"2555404501","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",9.708154,50.074925,"2555405776","HUMAN_OBSERVATION",NA,NA,"2555405776","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.208171,50.024922,"2555405914","HUMAN_OBSERVATION",NA,NA,"2555405914","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.291506,50.024922,"2555406228","HUMAN_OBSERVATION",NA,NA,"2555406228","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.374843,50.074922,"2555406330","HUMAN_OBSERVATION",NA,NA,"2555406330","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.458182,50.074922,"2555406450","HUMAN_OBSERVATION",NA,NA,"2555406450","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.458211,50.024941,"2555406782","HUMAN_OBSERVATION",NA,NA,"2555406782","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.541549,50.074934,"2555406901","HUMAN_OBSERVATION",NA,NA,"2555406901","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.708218,50.074941,"2555406935","HUMAN_OBSERVATION",NA,NA,"2555406935","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.624882,50.024941,"2555407012","HUMAN_OBSERVATION",NA,NA,"2555407012","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.04156,50.074947,"2555407029","HUMAN_OBSERVATION",NA,NA,"2555407029","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.624882,50.074934,"2555407060","HUMAN_OBSERVATION",NA,NA,"2555407060","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.208233,50.024944,"2555407108","HUMAN_OBSERVATION",NA,NA,"2555407108","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.708217,50.024941,"2555407199","HUMAN_OBSERVATION",NA,NA,"2555407199","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.208235,50.074947,"2555407312","HUMAN_OBSERVATION",NA,NA,"2555407312","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.291568,50.024941,"2555407320","HUMAN_OBSERVATION",NA,NA,"2555407320","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.374904,50.024944,"2555407328","HUMAN_OBSERVATION",NA,NA,"2555407328","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.124896,50.024947,"2555407383","HUMAN_OBSERVATION",NA,NA,"2555407383","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.458181,49.974925,"2555408998","HUMAN_OBSERVATION",NA,NA,"2555408998","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.62485,49.974925,"2555409094","HUMAN_OBSERVATION",NA,NA,"2555409094","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.29151,49.974922,"2555409148","HUMAN_OBSERVATION",NA,NA,"2555409148","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.208173,49.924915,"2555409170","HUMAN_OBSERVATION",NA,NA,"2555409170","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.374842,49.974922,"2555409364","HUMAN_OBSERVATION",NA,NA,"2555409364","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.874858,49.974931,"2555409486","HUMAN_OBSERVATION",NA,NA,"2555409486","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.874861,49.924922,"2555409582","HUMAN_OBSERVATION",NA,NA,"2555409582","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.791523,49.924931,"2555409605","HUMAN_OBSERVATION",NA,NA,"2555409605","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.791525,49.974931,"2555409653","HUMAN_OBSERVATION",NA,NA,"2555409653","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.291542,49.924938,"2555409775","HUMAN_OBSERVATION",NA,NA,"2555409775","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.624882,49.974938,"2555409854","HUMAN_OBSERVATION",NA,NA,"2555409854","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.541546,49.974934,"2555409859","HUMAN_OBSERVATION",NA,NA,"2555409859","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.541547,49.924938,"2555409884","HUMAN_OBSERVATION",NA,NA,"2555409884","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.041563,49.974944,"2555409912","HUMAN_OBSERVATION",NA,NA,"2555409912","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.624882,49.924941,"2555409930","HUMAN_OBSERVATION",NA,NA,"2555409930","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.958228,49.924938,"2555410341","HUMAN_OBSERVATION",NA,NA,"2555410341","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.791554,49.874934,"2555412633","HUMAN_OBSERVATION",NA,NA,"2555412633","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.708219,49.724934,"2555415047","HUMAN_OBSERVATION",NA,NA,"2555415047","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.874891,49.774941,"2555415160","HUMAN_OBSERVATION",NA,NA,"2555415160","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.87489,49.724938,"2555415371","HUMAN_OBSERVATION",NA,NA,"2555415371","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.958231,49.724938,"2555415393","HUMAN_OBSERVATION",NA,NA,"2555415393","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.958232,49.774941,"2555415661","HUMAN_OBSERVATION",NA,NA,"2555415661","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.124743,49.674893,"2555415810","HUMAN_OBSERVATION",NA,NA,"2555415810","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.124743,49.624893,"2555416115","HUMAN_OBSERVATION",NA,NA,"2555416115","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.791555,49.624938,"2555418117","HUMAN_OBSERVATION",NA,NA,"2555418117","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.874894,49.624934,"2555418137","HUMAN_OBSERVATION",NA,NA,"2555418137","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.958229,49.674934,"2555418187","HUMAN_OBSERVATION",NA,NA,"2555418187","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.041563,49.674938,"2555418196","HUMAN_OBSERVATION",NA,NA,"2555418196","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.958227,49.624934,"2555418236","HUMAN_OBSERVATION",NA,NA,"2555418236","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",12.124898,49.674947,"2555418323","HUMAN_OBSERVATION",NA,NA,"2555418323","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",6.374721,49.574874,"2555418567","HUMAN_OBSERVATION",NA,NA,"2555418567","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.041412,49.374877,"2555424736","HUMAN_OBSERVATION",NA,NA,"2555424736","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.041409,49.324883,"2555424751","HUMAN_OBSERVATION",NA,NA,"2555424751","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",10.208176,49.374918,"2555425981","HUMAN_OBSERVATION",NA,NA,"2555425981","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",6.62473,49.274877,"2555427590","HUMAN_OBSERVATION",NA,NA,"2555427590","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.208079,49.22488,"2555427839","HUMAN_OBSERVATION",NA,NA,"2555427839","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.958104,49.224893,"2555428004","HUMAN_OBSERVATION",NA,NA,"2555428004","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.124776,49.224883,"2555428032","HUMAN_OBSERVATION",NA,NA,"2555428032","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.041444,49.224886,"2555428106","HUMAN_OBSERVATION",NA,NA,"2555428106","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.874766,49.224886,"2555428253","HUMAN_OBSERVATION",NA,NA,"2555428253","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.124778,49.27489,"2555428386","HUMAN_OBSERVATION",NA,NA,"2555428386","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.041444,49.274896,"2555428483","HUMAN_OBSERVATION",NA,NA,"2555428483","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.374782,49.224899,"2555428520","HUMAN_OBSERVATION",NA,NA,"2555428520","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.291451,49.224893,"2555428538","HUMAN_OBSERVATION",NA,NA,"2555428538","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.208113,49.27489,"2555428542","HUMAN_OBSERVATION",NA,NA,"2555428542","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.208082,49.124877,"2555430849","HUMAN_OBSERVATION",NA,NA,"2555430849","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",6.874739,49.174874,"2555430896","HUMAN_OBSERVATION",NA,NA,"2555430896","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.374782,49.174896,"2555431038","HUMAN_OBSERVATION",NA,NA,"2555431038","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.291445,49.124896,"2555431083","HUMAN_OBSERVATION",NA,NA,"2555431083","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.04144,49.124896,"2555431221","HUMAN_OBSERVATION",NA,NA,"2555431221","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.458092,49.174886,"2555431258","HUMAN_OBSERVATION",NA,NA,"2555431258","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.291416,49.124877,"2555431324","HUMAN_OBSERVATION",NA,NA,"2555431324","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.958107,49.17489,"2555431344","HUMAN_OBSERVATION",NA,NA,"2555431344","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",8.124777,49.174893,"2555431472","HUMAN_OBSERVATION",NA,NA,"2555431472","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.124869,49.124928,"2555432979","HUMAN_OBSERVATION",NA,NA,"2555432979","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",9.208145,48.774902,"2555442491","HUMAN_OBSERVATION",NA,NA,"2555442491","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",11.708221,48.424922,"2555451748","HUMAN_OBSERVATION",NA,NA,"2555451748","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",13.374935,48.474938,"2555452417","HUMAN_OBSERVATION",NA,NA,"2555452417","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Döll","DE",7.87477,48.02488,"2555459608","HUMAN_OBSERVATION",NA,NA,"2555459608","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",5.691205,49.13698,"2476990442","HUMAN_OBSERVATION",NA,2019,"2476990442","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",1.25246,47.04442,"2483412579","HUMAN_OBSERVATION",NA,2018,"2483412579","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",-1.51921,43.57002,"2492219778","HUMAN_OBSERVATION",NA,2018,"2492219778","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",-0.35645,44.87347,"2510915418","HUMAN_OBSERVATION",NA,2018,"2510915418","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",0.43169,44.26399,"2495065437","HUMAN_OBSERVATION",NA,2018,"2495065437","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",6.93826,44.13328,"2591883178","HUMAN_OBSERVATION",NA,2018,"2591883178","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",0.68232,47.33219,"2502557903","HUMAN_OBSERVATION",NA,2017,"2502557903","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.25845,47.3485,"2507821162","HUMAN_OBSERVATION",NA,2017,"2507821162","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",-1.12837,45.02774,"2489858182","HUMAN_OBSERVATION",NA,2016,"2489858182","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",-1.12837,45.02774,"2489902043","HUMAN_OBSERVATION",NA,2016,"2489902043","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.17846,45.60239,"1305839837","HUMAN_OBSERVATION",NA,2016,"1305839837","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.02449,48.97055,"2501837675","HUMAN_OBSERVATION",NA,2016,"2501837675","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.51065,46.89526,"2501845456","HUMAN_OBSERVATION",NA,2016,"2501845456","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",5.03249,46.79717,"2504868421","HUMAN_OBSERVATION",NA,2016,"2504868421","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",5.20752,47.87462,"2505450173","HUMAN_OBSERVATION",NA,2016,"2505450173","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",5.20007,47.69468,"2506440649","HUMAN_OBSERVATION",NA,2016,"2506440649","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",1.84493,48.69953,"2506837478","HUMAN_OBSERVATION",NA,2016,"2506837478","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",0.73176,46.16218,"2510955237","HUMAN_OBSERVATION",NA,2016,"2510955237","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",1.28657,45.00103,"2492363417","HUMAN_OBSERVATION",NA,2016,"2492363417","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",1.28657,45.00103,"2492587901","HUMAN_OBSERVATION",NA,2016,"2492587901","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.14717,48.33974,"2499715671","HUMAN_OBSERVATION",NA,2016,"2499715671","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",5.0951,48.41676,"2499470124","HUMAN_OBSERVATION",NA,2016,"2499470124","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.00536,47.98107,"2499774469","HUMAN_OBSERVATION",NA,2016,"2499774469","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.00536,47.98107,"2501081234","HUMAN_OBSERVATION",NA,2016,"2501081234","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",3.98366,46.81092,"2503093839","HUMAN_OBSERVATION",NA,2016,"2503093839","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.00536,47.98107,"2504885902","HUMAN_OBSERVATION",NA,2016,"2504885902","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.82175,48.33128,"2505598548","HUMAN_OBSERVATION",NA,2016,"2505598548","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",3.58926,46.72358,"2508258743","HUMAN_OBSERVATION",NA,2016,"2508258743","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",3.8743,48.1621,"2509683828","HUMAN_OBSERVATION",NA,2016,"2509683828","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.69264,48.51317,"2499458548","HUMAN_OBSERVATION",NA,2016,"2499458548","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",5.49607,48.31898,"2500629543","HUMAN_OBSERVATION",NA,2016,"2500629543","Trifolium hybridum","TRIHYB"
NA,"Trifolium hybridum var. elegans (Savi) Boiss.","FR",4.1753,49.59849,"2501034138","HUMAN_OBSERVATION",NA,2016,"2501034138","Trifolium hybridum","TRIHYB"
